時間,儲能(Energy Storage System),其它再生能源(Other Renewable Energy),太陽能(Solar),核能(Nuclear),民營電廠-燃氣(IPP-LNG),民營電廠-燃煤(IPP-Coal),水力(Hydro),汽電共生(Co-Gen),燃氣(LNG),燃油(Oil),燃煤(Coal),輕油(Diesel),風力(Wind),碳排放量(TCO2),每度電碳排(kgCO₂/kWh),總發電量(MW),碳排放量(TCO₂),再生能源佔比(%),化石燃料佔比(%),低碳能源佔比(%),儲能(Energy Storage System)(%),其它再生能源(Other Renewable Energy)(%),太陽能(Solar)(%),民營電廠-燃氣(IPP-LNG)(%),民營電廠-燃煤(IPP-Coal)(%),水力(Hydro)(%),汽電共生(Co-Gen)(%),燃氣(LNG)(%),燃油(Oil)(%),燃煤(Coal)(%),輕油(Diesel)(%),風力(Wind)(%)
2025-05-23 06:05,0.0 (0.0%),39.5 (0.16%),409.0 (1.64%),0.0 (0.0%),3361.8 (13.51%),1435.4 (5.77%),561.0 (2.25%),1406.0 (5.65%),10127.6 (40.69%),330.1 (1.33%),6480.6 (26.04%),41.1 (0.17%),699.0 (2.81%),15011.71,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 07:05,0.0 (0.0%),35.3 (0.13%),1784.3 (6.81%),0.0 (0.0%),3422.3 (13.07%),1424.8 (5.44%),560.5 (2.14%),1403.4 (5.36%),10015.6 (38.25%),325.0 (1.24%),6385.1 (24.39%),41.2 (0.16%),786.9 (3.01%),14884.92,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 08:05,0.0 (0.0%),36.4 (0.13%),3915.6 (13.84%),0.0 (0.0%),3880.1 (13.72%),1426.9 (5.05%),499.6 (1.77%),1374.4 (4.86%),9438.4 (33.37%),327.7 (1.16%),6392.8 (22.6%),44.6 (0.16%),945.2 (3.34%),14821.69,0.52,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 09:05,290.3 (0.94%),37.6 (0.12%),5445.2 (17.67%),0.0 (0.0%),3827.4 (12.42%),1422.9 (4.62%),451.7 (1.47%),1634.8 (5.3%),9794.4 (31.78%),335.9 (1.09%),6369.9 (20.67%),46.0 (0.15%),1166.2 (3.78%),15113.12,0.49,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 10:05,278.4 (0.86%),40.2 (0.12%),6666.9 (20.71%),0.0 (0.0%),3845.6 (11.95%),1416.9 (4.4%),415.3 (1.29%),1807.6 (5.61%),9578.5 (29.75%),337.4 (1.05%),6298.9 (19.57%),41.1 (0.13%),1465.7 (4.55%),15045.68,0.47,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 11:05,348.1 (1.05%),34.9 (0.11%),7256.7 (21.9%),0.0 (0.0%),3869.5 (11.68%),1416.5 (4.28%),421.5 (1.27%),1840.0 (5.55%),9721.9 (29.35%),338.4 (1.02%),6329.4 (19.11%),41.4 (0.12%),1510.8 (4.56%),15176.92,0.46,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 12:05,314.7 (0.95%),36.3 (0.11%),7281.4 (21.89%),0.0 (0.0%),3946.9 (11.86%),1425.7 (4.29%),426.4 (1.28%),1754.5 (5.27%),9751.3 (29.31%),342.5 (1.03%),6416.4 (19.29%),43.3 (0.13%),1526.6 (4.59%),15270.49,0.46,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 13:05,0.0 (0.0%),36.8 (0.11%),7651.9 (22.55%),0.0 (0.0%),3669.0 (10.81%),1463.7 (4.31%),723.9 (2.13%),1718.8 (5.07%),10252.2 (30.22%),343.6 (1.01%),6646.1 (19.59%),43.9 (0.13%),1377.6 (4.06%),15602.89,0.46,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 14:05,0.0 (0.0%),33.8 (0.1%),7259.0 (20.64%),0.0 (0.0%),4320.1 (12.28%),1508.9 (4.29%),1102.2 (3.13%),1773.2 (5.04%),10398.4 (29.56%),343.9 (0.98%),7110.2 (20.21%),43.9 (0.12%),1281.9 (3.64%),16492.79,0.47,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 15:05,305.9 (0.9%),37.6 (0.11%),5859.5 (17.16%),0.0 (0.0%),4633.7 (13.57%),1578.3 (4.62%),718.5 (2.1%),1779.2 (5.21%),10101.0 (29.59%),340.9 (1.0%),7536.7 (22.08%),47.6 (0.14%),1198.1 (3.51%),16951.55,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 16:05,961.5 (2.8%),39.0 (0.11%),4074.7 (11.87%),0.0 (0.0%),4817.3 (14.03%),1658.5 (4.83%),1308.2 (3.81%),1718.3 (5.01%),10454.8 (30.46%),342.3 (1.0%),7755.9 (22.6%),51.7 (0.15%),1142.7 (3.33%),17457.78,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 17:05,1292.8 (3.9%),34.9 (0.11%),2031.1 (6.12%),0.0 (0.0%),4899.1 (14.77%),1686.0 (5.08%),1290.6 (3.89%),1797.8 (5.42%),10638.7 (32.06%),339.5 (1.02%),7946.1 (23.95%),54.5 (0.16%),1169.3 (3.52%),17834.4,0.54,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 18:05,1229.1 (3.84%),38.7 (0.12%),813.7 (2.54%),0.0 (0.0%),4877.2 (15.25%),1677.8 (5.25%),1369.6 (4.28%),1852.7 (5.79%),10742.9 (33.6%),347.3 (1.09%),7924.2 (24.78%),59.2 (0.19%),1044.1 (3.27%),17891.63,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 19:05,1881.3 (5.87%),39.8 (0.12%),0.4 (0.0%),0.0 (0.0%),4971.4 (15.52%),1684.3 (5.26%),1465.2 (4.58%),1832.0 (5.72%),10787.2 (33.69%),341.6 (1.07%),7905.7 (24.69%),61.8 (0.19%),1052.4 (3.29%),17935.31,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 20:05,1312.1 (4.17%),38.7 (0.12%),0.0 (0.0%),0.0 (0.0%),5137.1 (16.32%),1681.7 (5.34%),1545.5 (4.91%),1745.9 (5.55%),10464.7 (33.25%),349.7 (1.11%),7937.6 (25.22%),61.6 (0.2%),1195.7 (3.8%),17837.93,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 21:05,783.7 (2.55%),36.0 (0.12%),0.0 (0.0%),0.0 (0.0%),5122.4 (16.67%),1683.8 (5.48%),1553.8 (5.06%),1746.8 (5.68%),10253.7 (33.36%),353.4 (1.15%),7971.6 (25.94%),60.5 (0.2%),1168.2 (3.8%),17760.14,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 22:05,754.6 (2.48%),39.0 (0.13%),0.0 (0.0%),0.0 (0.0%),5091.9 (16.71%),1688.2 (5.54%),1510.8 (4.96%),1732.8 (5.69%),10155.6 (33.34%),354.8 (1.16%),7946.9 (26.09%),59.4 (0.19%),1129.8 (3.71%),17669.35,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-23 23:05,775.2 (2.62%),34.4 (0.12%),0.0 (0.0%),0.0 (0.0%),4511.1 (15.22%),1686.4 (5.69%),1497.0 (5.05%),1595.0 (5.38%),10446.2 (35.25%),354.9 (1.2%),7652.5 (25.82%),57.2 (0.19%),1024.8 (3.46%),17173.2,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 00:05,600.5 (2.11%),34.9 (0.12%),0.0 (0.0%),0.0 (0.0%),3772.9 (13.25%),1673.7 (5.88%),1351.3 (4.75%),1541.0 (5.41%),10578.4 (37.15%),345.6 (1.21%),7674.1 (26.95%),51.4 (0.18%),852.1 (2.99%),16833.44,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 01:05,501.5 (1.8%),35.7 (0.13%),0.0 (0.0%),0.0 (0.0%),3390.8 (12.19%),1684.4 (6.05%),1166.3 (4.19%),1309.1 (4.7%),10737.7 (38.59%),339.0 (1.22%),7663.0 (27.54%),47.7 (0.17%),948.7 (3.41%),16574.11,0.6,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 02:05,377.9 (1.42%),32.1 (0.12%),0.0 (0.0%),0.0 (0.0%),3227.2 (12.09%),1495.5 (5.6%),1090.5 (4.09%),1354.9 (5.08%),10391.5 (38.94%),340.6 (1.28%),7287.1 (27.3%),44.3 (0.17%),1046.4 (3.92%),15836.77,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 03:05,13.3 (0.05%),38.1 (0.15%),0.0 (0.0%),0.0 (0.0%),3211.8 (12.39%),1429.2 (5.51%),1091.4 (4.21%),1315.3 (5.07%),10490.5 (40.46%),337.1 (1.3%),6849.6 (26.42%),43.3 (0.17%),1108.2 (4.27%),15397.74,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 04:05,15.9 (0.06%),38.6 (0.15%),0.0 (0.0%),0.0 (0.0%),3219.6 (12.65%),1404.0 (5.52%),1078.8 (4.24%),1360.3 (5.35%),10237.1 (40.23%),338.2 (1.33%),6623.9 (26.03%),41.5 (0.16%),1089.0 (4.28%),15075.48,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 05:05,0.0 (0.0%),40.5 (0.16%),0.0 (0.0%),0.0 (0.0%),3133.5 (12.53%),1392.0 (5.57%),933.0 (3.73%),1372.9 (5.49%),10415.4 (41.65%),332.0 (1.33%),6292.4 (25.16%),42.4 (0.17%),1053.7 (4.21%),14815.79,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 06:05,0.0 (0.0%),37.8 (0.15%),146.8 (0.59%),0.0 (0.0%),3165.3 (12.79%),1369.8 (5.54%),887.1 (3.58%),1322.1 (5.34%),10255.4 (41.44%),328.7 (1.33%),6299.2 (25.45%),41.5 (0.17%),892.9 (3.61%),14703.94,0.59,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 07:05,0.0 (0.0%),36.8 (0.15%),1431.9 (5.77%),0.0 (0.0%),3055.5 (12.32%),1328.5 (5.36%),823.4 (3.32%),1326.5 (5.35%),9758.5 (39.35%),328.2 (1.32%),5962.8 (24.04%),42.0 (0.17%),705.4 (2.84%),14063.33,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 08:05,0.0 (0.0%),36.3 (0.14%),2559.6 (10.09%),0.0 (0.0%),2684.8 (10.58%),1288.4 (5.08%),669.5 (2.64%),1341.8 (5.29%),10150.7 (40.02%),330.0 (1.3%),5715.2 (22.53%),40.1 (0.16%),550.2 (2.17%),13824.15,0.54,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 09:05,0.0 (0.0%),38.0 (0.15%),3454.3 (13.22%),0.0 (0.0%),2649.7 (10.14%),1296.2 (4.96%),691.7 (2.65%),1351.0 (5.17%),10263.5 (39.28%),334.1 (1.28%),5369.5 (20.55%),39.9 (0.15%),638.5 (2.44%),13567.53,0.52,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 10:05,377.1 (1.4%),38.1 (0.14%),4307.0 (15.96%),0.0 (0.0%),2717.4 (10.07%),1338.7 (4.96%),687.2 (2.55%),1017.9 (3.77%),10226.6 (37.89%),334.5 (1.24%),5340.2 (19.78%),39.0 (0.14%),568.7 (2.11%),13394.5,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 11:05,216.8 (0.78%),41.3 (0.15%),4750.3 (17.17%),0.0 (0.0%),2715.2 (9.82%),1425.5 (5.15%),709.3 (2.56%),1024.9 (3.71%),10531.8 (38.08%),332.3 (1.2%),5662.9 (20.47%),38.3 (0.14%),209.9 (0.76%),13916.4,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 12:05,0.0 (0.0%),38.1 (0.13%),5318.7 (18.65%),0.0 (0.0%),2612.7 (9.16%),1457.1 (5.11%),648.2 (2.27%),951.4 (3.34%),9915.1 (34.77%),336.4 (1.18%),6006.5 (21.07%),38.8 (0.14%),1189.4 (4.17%),13854.08,0.49,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 13:05,0.0 (0.0%),42.6 (0.15%),5358.0 (18.69%),0.0 (0.0%),3105.4 (10.83%),1459.4 (5.09%),666.3 (2.32%),1108.2 (3.86%),9323.5 (32.52%),341.4 (1.19%),5922.4 (20.65%),39.8 (0.14%),1306.0 (4.55%),13829.94,0.48,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 14:05,0.0 (0.0%),42.1 (0.14%),4653.3 (15.87%),0.0 (0.0%),3948.0 (13.47%),1453.1 (4.96%),503.6 (1.72%),1068.4 (3.64%),9955.3 (33.96%),338.2 (1.15%),6031.9 (20.58%),44.0 (0.15%),1276.8 (4.36%),14637.15,0.5,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 15:05,0.0 (0.0%),42.3 (0.15%),3886.9 (13.37%),0.0 (0.0%),3987.7 (13.72%),1454.3 (5.0%),559.3 (1.92%),1114.2 (3.83%),9659.9 (33.23%),342.6 (1.18%),6503.5 (22.37%),45.3 (0.16%),1476.5 (5.08%),14966.92,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 16:05,0.0 (0.0%),38.6 (0.13%),2789.5 (9.61%),0.0 (0.0%),4285.9 (14.76%),1512.6 (5.21%),632.5 (2.18%),1238.3 (4.27%),10053.2 (34.63%),344.6 (1.19%),6486.3 (22.34%),45.9 (0.16%),1602.1 (5.52%),15426.24,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 17:05,155.4 (0.56%),39.3 (0.14%),1540.7 (5.54%),0.0 (0.0%),4197.8 (15.09%),1577.6 (5.67%),687.1 (2.47%),1129.7 (4.06%),9996.8 (35.93%),344.7 (1.24%),6485.2 (23.31%),48.7 (0.18%),1619.6 (5.82%),15348.8,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 18:05,591.1 (2.14%),38.8 (0.14%),494.2 (1.79%),0.0 (0.0%),4388.6 (15.86%),1581.9 (5.72%),774.6 (2.8%),1180.4 (4.27%),9994.4 (36.11%),343.8 (1.24%),6434.4 (23.25%),53.0 (0.19%),1799.0 (6.5%),15434.5,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 19:05,1235.7 (4.45%),39.2 (0.14%),8.6 (0.03%),0.0 (0.0%),4286.7 (15.45%),1531.8 (5.52%),867.3 (3.13%),1226.1 (4.42%),10086.6 (36.36%),349.6 (1.26%),6030.1 (21.73%),54.9 (0.2%),2027.6 (7.31%),15054.37,0.54,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 20:05,1401.4 (5.13%),40.9 (0.15%),0.0 (0.0%),0.0 (0.0%),3896.7 (14.27%),1479.2 (5.42%),866.5 (3.17%),1202.0 (4.4%),10406.3 (38.12%),351.2 (1.29%),5526.9 (20.24%),55.4 (0.2%),2075.8 (7.6%),14506.24,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 21:05,1552.9 (5.74%),38.6 (0.14%),0.0 (0.0%),0.0 (0.0%),3985.5 (14.73%),1454.8 (5.38%),883.5 (3.27%),1208.1 (4.47%),10142.6 (37.49%),353.2 (1.31%),5332.4 (19.71%),55.8 (0.21%),2046.5 (7.56%),14227.38,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 22:05,1256.6 (4.79%),38.6 (0.15%),0.0 (0.0%),0.0 (0.0%),3918.5 (14.94%),1452.0 (5.53%),821.8 (3.13%),1210.8 (4.62%),9752.1 (37.17%),351.8 (1.34%),5343.5 (20.37%),56.4 (0.21%),2032.2 (7.75%),14007.11,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-24 23:05,769.4 (3.03%),34.6 (0.14%),0.0 (0.0%),0.0 (0.0%),3364.5 (13.26%),1447.7 (5.71%),887.6 (3.5%),1233.3 (4.86%),9881.0 (38.96%),344.1 (1.36%),5340.3 (21.05%),51.4 (0.2%),2011.1 (7.93%),13790.9,0.54,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 00:05,779.0 (3.23%),38.3 (0.16%),0.0 (0.0%),0.0 (0.0%),2522.4 (10.45%),1437.5 (5.95%),852.0 (3.53%),1199.6 (4.97%),9504.0 (39.36%),342.8 (1.42%),5346.6 (22.14%),46.6 (0.19%),2078.2 (8.61%),13152.5,0.54,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 01:05,480.4 (2.11%),33.3 (0.15%),0.0 (0.0%),0.0 (0.0%),1239.9 (5.44%),1431.5 (6.28%),862.8 (3.79%),1210.9 (5.32%),9668.5 (42.45%),334.5 (1.47%),5344.7 (23.46%),41.7 (0.18%),2130.5 (9.35%),12582.37,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 02:05,317.8 (1.46%),33.3 (0.15%),0.0 (0.0%),0.0 (0.0%),847.6 (3.89%),1427.4 (6.55%),769.7 (3.53%),1229.7 (5.64%),9298.3 (42.66%),328.1 (1.51%),5354.8 (24.57%),38.9 (0.18%),2148.7 (9.86%),12210.29,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 03:05,174.6 (0.83%),37.6 (0.18%),0.0 (0.0%),0.0 (0.0%),259.5 (1.24%),1423.3 (6.8%),736.0 (3.51%),1215.0 (5.8%),9310.4 (44.45%),331.2 (1.58%),5347.7 (25.53%),37.4 (0.18%),2071.0 (9.89%),11904.6,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 04:05,172.6 (0.83%),34.4 (0.16%),0.0 (0.0%),0.0 (0.0%),260.2 (1.25%),1426.8 (6.83%),719.5 (3.45%),1145.4 (5.48%),9411.2 (45.07%),323.8 (1.55%),5334.7 (25.55%),35.5 (0.17%),2018.4 (9.67%),11897.51,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 05:05,178.9 (0.86%),34.9 (0.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),1411.3 (6.82%),646.9 (3.13%),1190.8 (5.76%),9576.5 (46.29%),325.9 (1.58%),5338.8 (25.81%),37.1 (0.18%),1946.8 (9.41%),11870.07,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 06:05,44.7 (0.22%),37.0 (0.18%),92.1 (0.45%),0.0 (0.0%),0.0 (0.0%),1413.3 (6.84%),728.9 (3.53%),1338.7 (6.48%),9220.1 (44.61%),331.6 (1.6%),5332.0 (25.8%),37.5 (0.18%),2093.4 (10.13%),11781.19,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 07:05,0.0 (0.0%),37.8 (0.18%),762.8 (3.68%),0.0 (0.0%),0.0 (0.0%),1259.9 (6.09%),590.4 (2.85%),1163.9 (5.62%),9021.7 (43.58%),324.1 (1.57%),5343.1 (25.81%),38.5 (0.19%),2161.6 (10.44%),11443.9,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 08:05,0.0 (0.0%),37.6 (0.17%),1988.1 (9.04%),0.0 (0.0%),0.0 (0.0%),1208.7 (5.5%),457.5 (2.08%),1345.4 (6.12%),9060.4 (41.21%),335.3 (1.53%),5349.5 (24.33%),38.9 (0.18%),2163.3 (9.84%),11541.12,0.52,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 09:05,0.0 (0.0%),39.5 (0.17%),3352.1 (14.63%),0.0 (0.0%),0.0 (0.0%),1213.0 (5.29%),442.3 (1.93%),1304.6 (5.69%),9167.8 (40.01%),328.8 (1.43%),4855.2 (21.19%),39.6 (0.17%),2172.2 (9.48%),11124.74,0.49,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 10:05,0.0 (0.0%),35.4 (0.15%),4804.1 (20.02%),0.0 (0.0%),0.0 (0.0%),1211.9 (5.05%),463.1 (1.93%),1247.7 (5.2%),8798.8 (36.67%),329.4 (1.37%),4837.5 (20.16%),40.2 (0.17%),2228.3 (9.29%),10890.17,0.45,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 11:05,0.0 (0.0%),39.3 (0.16%),5178.5 (21.32%),0.0 (0.0%),0.0 (0.0%),1215.0 (5.0%),445.0 (1.83%),1066.0 (4.39%),8809.9 (36.27%),330.1 (1.36%),4928.4 (20.29%),42.5 (0.17%),2237.8 (9.21%),10873.81,0.45,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 12:05,7.7 (0.03%),37.1 (0.14%),5988.4 (23.37%),0.0 (0.0%),0.0 (0.0%),1208.4 (4.72%),507.0 (1.98%),1274.7 (4.97%),8918.8 (34.81%),329.1 (1.28%),5074.2 (19.8%),43.1 (0.17%),2235.6 (8.72%),11178.47,0.44,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 13:05,0.0 (0.0%),40.0 (0.16%),5353.2 (21.79%),0.0 (0.0%),0.0 (0.0%),1213.2 (4.94%),497.5 (2.03%),1005.4 (4.09%),8590.7 (34.97%),327.9 (1.33%),5320.9 (21.66%),43.5 (0.18%),2173.1 (8.85%),11078.57,0.45,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 14:05,17.7 (0.07%),40.6 (0.16%),4941.4 (20.04%),0.0 (0.0%),0.0 (0.0%),1206.5 (4.89%),509.2 (2.07%),1231.6 (5.0%),8623.9 (34.98%),331.1 (1.34%),5631.8 (22.84%),43.5 (0.18%),2076.0 (8.42%),11507.24,0.47,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 15:05,9.9 (0.04%),41.3 (0.17%),3722.0 (15.06%),0.0 (0.0%),15.8 (0.06%),1230.6 (4.98%),481.6 (1.95%),1295.0 (5.24%),9684.0 (39.17%),331.9 (1.34%),5718.2 (23.13%),40.6 (0.16%),2150.3 (8.7%),12180.85,0.49,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 16:05,149.3 (0.62%),37.5 (0.16%),2510.4 (10.44%),0.0 (0.0%),882.7 (3.67%),1327.7 (5.52%),628.3 (2.61%),1240.0 (5.16%),8985.0 (37.36%),329.7 (1.37%),5711.3 (23.75%),44.9 (0.19%),2202.2 (9.16%),12314.88,0.51,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 17:05,474.0 (1.95%),43.2 (0.18%),1506.9 (6.19%),0.0 (0.0%),1406.5 (5.78%),1419.9 (5.83%),723.0 (2.97%),1148.1 (4.71%),9370.7 (38.48%),331.4 (1.36%),5713.7 (23.46%),45.3 (0.19%),2171.9 (8.92%),12801.33,0.53,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 18:05,862.0 (3.56%),40.2 (0.17%),675.4 (2.79%),0.0 (0.0%),1847.0 (7.63%),1429.3 (5.91%),731.5 (3.02%),1251.1 (5.17%),9089.6 (37.56%),340.1 (1.41%),5711.3 (23.6%),45.9 (0.19%),2178.3 (9.0%),12956.6,0.54,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 19:05,892.8 (3.64%),35.9 (0.15%),8.7 (0.04%),0.0 (0.0%),1873.6 (7.65%),1423.3 (5.81%),823.2 (3.36%),1235.1 (5.04%),9756.8 (39.83%),339.1 (1.38%),5922.8 (24.18%),46.1 (0.19%),2138.8 (8.73%),13478.22,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 20:05,782.6 (3.23%),31.4 (0.13%),0.0 (0.0%),0.0 (0.0%),1781.3 (7.36%),1427.6 (5.9%),891.0 (3.68%),1283.3 (5.3%),9350.7 (38.62%),343.0 (1.42%),6107.2 (25.22%),46.6 (0.19%),2168.0 (8.95%),13431.31,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 21:05,935.8 (3.71%),36.7 (0.15%),0.0 (0.0%),0.0 (0.0%),1952.5 (7.74%),1430.0 (5.67%),866.9 (3.44%),1282.6 (5.09%),10094.2 (40.02%),344.4 (1.37%),6133.6 (24.32%),46.7 (0.19%),2096.7 (8.31%),13915.37,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 22:05,855.6 (3.51%),32.5 (0.13%),0.0 (0.0%),0.0 (0.0%),1533.0 (6.29%),1427.6 (5.86%),839.9 (3.45%),1223.6 (5.02%),9898.9 (40.61%),339.3 (1.39%),6024.1 (24.71%),46.5 (0.19%),2157.4 (8.85%),13467.6,0.55,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-25 23:05,679.2 (2.89%),30.9 (0.13%),0.0 (0.0%),0.0 (0.0%),740.2 (3.15%),1430.5 (6.08%),1006.6 (4.28%),1231.7 (5.24%),9763.1 (41.5%),341.5 (1.45%),6114.4 (25.99%),45.6 (0.19%),2139.6 (9.1%),13093.04,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 00:05,826.8 (3.63%),30.9 (0.14%),0.0 (0.0%),0.0 (0.0%),249.9 (1.1%),1448.7 (6.37%),988.6 (4.34%),1209.2 (5.31%),9438.4 (41.48%),332.9 (1.46%),6114.9 (26.87%),44.8 (0.2%),2070.4 (9.1%),12681.31,0.56,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 01:05,137.9 (0.62%),35.9 (0.16%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),1275.4 (5.76%),924.2 (4.17%),1210.4 (5.46%),9988.1 (45.09%),328.4 (1.48%),6090.4 (27.49%),43.9 (0.2%),2118.0 (9.56%),12649.55,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 02:05,0.0 (0.0%),34.8 (0.16%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),1210.2 (5.45%),924.3 (4.16%),1225.2 (5.52%),10194.0 (45.91%),328.1 (1.48%),6134.7 (27.63%),43.6 (0.2%),2110.4 (9.5%),12742.07,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 03:05,0.0 (0.0%),30.0 (0.14%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),1215.9 (5.53%),918.9 (4.18%),1207.5 (5.49%),10081.5 (45.83%),323.6 (1.47%),6125.9 (27.85%),43.6 (0.2%),2052.5 (9.33%),12668.81,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 04:05,0.0 (0.0%),31.8 (0.15%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),1209.5 (5.62%),857.9 (3.99%),1216.2 (5.65%),9605.3 (44.66%),319.6 (1.49%),6110.3 (28.41%),43.4 (0.2%),2115.4 (9.83%),12412.76,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 05:05,0.0 (0.0%),31.3 (0.15%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),1260.5 (5.87%),768.7 (3.58%),1239.8 (5.77%),9570.7 (44.57%),320.5 (1.49%),6116.5 (28.48%),43.4 (0.2%),2122.3 (9.88%),12461.82,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 06:05,0.0 (0.0%),28.4 (0.13%),64.9 (0.3%),0.0 (0.0%),0.0 (0.0%),1397.0 (6.51%),731.7 (3.41%),1197.2 (5.58%),9454.5 (44.07%),328.9 (1.53%),6094.3 (28.41%),43.4 (0.2%),2114.5 (9.86%),12487.75,0.58,,,0.0,0.0,0.0,,,,,,,,,,,,
2025-05-26 07:05,0.0 (0.0%),29.5 (0.13%),698.9 (3.13%),0.0 (0.0%),55.1 (0.25%),1425.1 (6.37%),759.0 (3.39%),1279.1 (5.72%),9438.2 (42.2%),328.8 (1.47%),6294.5 (28.15%),44.0 (0.2%),2011.3 (8.99%),12762.19,0.57,,,0.0,0.0,0.0,,,,,,,,,,,,
